Thời gian xảy ra tai nạn,Ngày xảy ra tai nạn,Quận/Huyện,Phường/Xã,Loại đường,Số người chết,Số người bị thương,Số người thương nặng,Số người thương nhẹ,Nhóm PT1,Phương tiện 1,Nhóm PT2,Phương tiện 2,Thiệt hại ước tính (triệu đồng),Phân loại tai nạn,Tình trạng thời tiết,Hình thức va chạm,Dạng đường,Loại mặt đường,Độ rộng đường,Tình trạng mặt đường,Tổ chức giao thông,Vòng xuyến,Nguyên nhân và Lỗi vi phạm
5:35:00,30/01/2020,Bình Tân,An Lạc,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
7:20:00,29/01/2020,1,Bến Nghé,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,3,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Nhỏ hơn 3,5m",Khô,Đường một chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
18:45:00,28/01/2020,1,Nguyễn Thái Bình,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
17:05:00,28/01/2020,Bình Tân,An Lạc,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
11:15:00,28/01/2020,Bình Chánh,Đa Phước,Quốc lộ,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Không chấp hành quy định về tốc độ']
1:45:00,28/01/2020,Bình Thạnh,19,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
16:10:00,27/01/2020,2,An Lợi Đông,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
11:17:30,26/01/2020,Bình Thạnh,22,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,"['Mệt mỏi, ngủ gật']"
18:20:00,26/01/2020,6,12,Đường huyện,1,0,0,0,"Mô tô, xe máy",Mô tô,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Không chú ý quan sát', 'Không chấp hành quy định về tốc độ']"
15:10:00,26/01/2020,Bình Tân,Bình Trị Đông,Đường huyện,0,0,0,0,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,['Không chấp hành quy định về tốc độ']
17:20:00,25/01/2020,Tân Phú,Phú Thọ Hòa,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,2,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
17:00:00,25/01/2020,Bình Chánh,Tân Kiên,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,5,Nghiêm trọng,Râm,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,"['Không chú ý quan sát', 'Mệt mỏi, ngủ gật']"
12:55:00,25/01/2020,2,Bình Khánh,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",,Đường đôi - Giải phân cách ở giữa,Không,['Không chấp hành báo hiệu đường bộ']
5:05:00,25/01/2020,7,Tân Hưng,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Xe thô sơ,Xe đạp điện,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng phần đường', 'Đi không đúng chiều đường, phần đường, làn đường quy định']"
0:00:00,25/01/2020,Bình Thạnh,26,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Mệt mỏi, ngủ gật']"
19:10:00,24/01/2020,Bình Chánh,Đa Phước,Đường huyện,1,3,1,2,"Mô tô, xe máy",Hai bánh dưới 50cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,3,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
14:40:00,24/01/2020,Bình Tân,An Lạc,Khác,0,1,0,1,"Mô tô, xe máy",Mô tô,,,0,Va chạm giao thông,Nắng,Người với xe,,,,,,Không,['Qua đường không đúng quy định']
3:30:00,24/01/2020,1,Cầu Ông Lãnh,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,,,0.5,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Đi không đúng phần đường']
23:50:00,23/01/2020,Bình Chánh,Bình Hưng,Đường huyện,0,3,0,3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không chấp hành báo hiệu đường bộ']"
23:00:00,23/01/2020,Bình Chánh,Vĩnh Lộc A,Đường huyện - Nông thôn,2,0,0,0,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:50:00,23/01/2020,Bình Tân,Bình Trị Đông A,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
20:50:00,23/01/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
9:25:00,23/01/2020,Bình Chánh,Bình Hưng,Đường tỉnh - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
8:00:00,23/01/2020,12,Thới An,Quốc lộ - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
2:40:00,23/01/2020,Gò Vấp,17,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Ít nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Vạch dọc liền ở giữa,Không,['Chuyển hướng không đúng quy định']
11:30:00,22/01/2020,Bình Thạnh,22,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,"Xitéc chở xăng, dầu",0,Va chạm giao thông,Nắng,Xe với xe,Cong cua,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường một chiều,Không,['Chuyển hướng không đúng quy định']
8:55:00,22/01/2020,2,An Phú,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
5:45:00,22/01/2020,Nhà Bè,Long Thới,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
4:30:00,22/01/2020,Bình Thạnh,24,Khác,0,0,0,0,Ô tô con,Ô tô con,,,0,Va chạm giao thông,Râm,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
23:30:00,21/01/2020,Bình Chánh,Tân Túc,Đường huyện - Nông thôn,1,1,1,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Đầu kéo,10,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Mệt mỏi, ngủ gật']"
22:25:00,21/01/2020,1,Nguyễn Cư Trinh,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,Xe thô sơ,Xe đạp,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,['Chuyển hướng không đúng quy định']
20:40:00,21/01/2020,Bình Tân,Bình Hưng Hòa,Quốc lộ - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô tải,Ô tô tải,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Chuyển hướng không đúng quy định']"
10:00:00,21/01/2020,Bình Chánh,Tân Kiên,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô tải,Ô tô tải,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
8:00:00,21/01/2020,3,3,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
0:35:00,21/01/2020,1,Cầu Ông Lãnh,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh,,,2,Nghiêm trọng,Râm,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường hai chiều,Không,['Sử dụng bia rượu']
11:00:00,20/01/2020,1,Bến Nghé,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,,,5,Va chạm giao thông,Nắng,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường một chiều,Không,"['Sử dụng bia rượu', 'Chuyển hướng không đúng quy định']"
10:50:00,20/01/2020,Củ Chi,Hòa Phú,Đường tỉnh,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Tải chở container,4,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
10:30:00,20/01/2020,1,Bến Nghé,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,10,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
8:00:00,20/01/2020,Bình Tân,Bình Trị Đông A,Đường huyện,0,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
1:00:00,20/01/2020,7,Tân Hưng,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng - Cầu,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
23:40:00,19/01/2020,Nhà Bè,Long Thới,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,,,4,Va chạm giao thông,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,"['Đi không đúng phần đường', 'Qua đường không đúng quy định']"
23:30:00,19/01/2020,Bình Chánh,Bình Hưng,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,5,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,"['Mệt mỏi, ngủ gật']"
15:20:00,19/01/2020,Bình Thạnh,22,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Va chạm giao thông,Nắng,Phương tiện tự gây tai nạn,Cầu,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,"['Mệt mỏi, ngủ gật']"
9:25:00,19/01/2020,Bình Tân,An Lạc,Đường huyện,0,1,1,0,Ô tô tải,Ô tô tải,,,0,Va chạm giao thông,Nắng,Người với xe,,,,,,Không,"['Không chú ý quan sát', 'Không chấp hành báo hiệu đường bộ']"
6:35:00,19/01/2020,12,Hiệp Thành,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Vạch dọc liền ở giữa,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
23:15:00,18/01/2020,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,2,2,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
23:00:00,18/01/2020,12,Trung Mỹ Tây,Đường xã,0,2,0,2,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,10,Ít nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
22:27:00,18/01/2020,Bình Tân,Tân Tạo,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:30:00,18/01/2020,Bình Tân,Bình Trị Đông B,Đường huyện,0,1,1,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
20:20:00,18/01/2020,Nhà Bè,Nhà Bè,Đường huyện - Nội thị,0,1,1,0,"Mô tô, xe máy",Mô tô,,,2,Ít nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
16:45:00,18/01/2020,Bình Chánh,Lê Minh Xuân,Đường huyện - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Va chạm giao thông,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
7:15:00,18/01/2020,1,Phạm Ngũ Lão,Khác,0,1,0,1,"Mô tô, xe máy",Hai bánh,Ô tô con,Ô tô con,2,Va chạm giao thông,Râm,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Chuyển hướng không đúng quy định', 'Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:45:00,17/01/2020,Bình Tân,Tân Tạo,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
21:30:00,17/01/2020,Bình Tân,An Lạc A,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,"['Không chú ý quan sát', 'Không thực hiện đúng quy trình thao tác lái xe']"
21:20:00,17/01/2020,2,Thạnh Mỹ Lợi,Đường huyện,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
23:50:00,16/01/2020,Bình Tân,An Lạc,Đường huyện,0,3,3,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Rất nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
23:00:00,16/01/2020,Nhà Bè,Phú Xuân,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô chuyên dụng,Ô tô Chuyên dụng,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,,,Không,"['Sử dụng bia rượu quá nồng độ quy định', 'Sử dụng bia rượu']"
22:00:00,16/01/2020,Cần Giờ,Bình Khánh,Đường huyện - Nông thôn,1,2,2,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,3,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Chuyển hướng không đúng quy định', 'Sử dụng bia rượu quá nồng độ quy định', 'Không có giấy phép lái xe hoặc giấy phép lái xe không hợp lệ', 'Sử dụng bia rượu', 'Đi không đúng chiều đường, phần đường, làn đường quy định']"
21:15:00,16/01/2020,Bình Chánh,Vĩnh Lộc A,Đường xã,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông xi măng,"Nhỏ hơn 3,5m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
20:50:00,16/01/2020,1,Nguyễn Thái Bình,Đường huyện - Nội thị,0,2,0,2,"Mô tô, xe máy",Hai bánh,Ô tô con,Ô tô con,5,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không thực hiện đúng quy trình thao tác lái xe']"
15:45:00,16/01/2020,1,Tân Định,Đường huyện - Nội thị,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh,2,Va chạm giao thông,Nắng,Trường hợp khác,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không thực hiện đúng quy trình thao tác lái xe']
13:10:00,16/01/2020,Bình Thạnh,28,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
13:00:00,16/01/2020,Bình Tân,Bình Hưng Hòa B,Đường huyện,0,1,1,0,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Nắng,Xe với xe,,,,,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
10:35:00,16/01/2020,2,An Phú,Đường huyện,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
8:50:00,16/01/2020,Thủ Đức,Trường Thọ,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,60,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
8:15:00,16/01/2020,Bình Thạnh,22,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
0:15:00,16/01/2020,Bình Tân,Bình Hưng Hòa,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chấp hành báo hiệu đường bộ']
23:50:00,15/01/2020,Bình Chánh,An Phú Tây,Đường huyện,0,0,0,0,"Mô tô, xe máy",Mô tô,,,2,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,['Không chấp hành quy định về tốc độ']
